"analysisId","analysisDescription","outcomeId","outcomeName","comparatorId","comparatorName","targetId","targetName","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","llr"
1,"OT - PS matching",4153877,"Post-traumatic wound infection",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",73300,"Radial styloid tenosynovitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4215978,"Onychomycosis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",42873169,"Sprain of shoulder rotator cuff",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",374366,"Sensorineural hearing loss",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",261326,"Viral pneumonia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",140362,"Hypoparathyroidism",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",444367,"Cholelithiasis without obstruction",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",74189,"Sprain of cruciate ligament of knee",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",380731,"Otitis externa",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4299544,"Acanthosis nigricans",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4172458,"Candidiasis of skin",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4028970,"Tracheobronchitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",380839,"Tuberous sclerosis syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",133228,"Dental caries",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4218106,"Alcoholism",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",74855,"Genital herpes simplex",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",439840,"Lymphangitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4001458,"Fatigue fracture of vertebra",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4171915,"Orchitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4304008,"Memory impairment",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",381444,"Contusion of eye",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",433527,"Endometriosis (clinical)",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",141933,"Alopecia areata",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",438407,"Bulimia nervosa",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",134619,"Toxic nodular goiter",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",436675,"Anorexia nervosa",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",432590,"Delusional disorder",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",434626,"Borderline personality disorder",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",437082,"Ankylosing spondylitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4239381,"Psychoactive substance abuse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",318800,"Gastroesophageal reflux disease",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",2.33333333333333,0.648695890738148,10.8261315327973,0.238009145163974,16,16,2661,5311,7,5,0.847297860387204,0.718062697480801,0.822828785050518
1,"OT - PS matching",77965,"Acquired trigger finger",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",1792371,"[GDE2025_Antiplatelet] Secondary Outcome - Stroke(both)",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,4377,0,1,NA,NA,NA
1,"OT - PS matching",192606,"Paraplegia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4108467,"Burn of skin",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",435093,"Closed fracture of femur",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",197036,"Vesicoureteric reflux",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",440129,"Hypertrophy of nasal turbinates",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",253796,"Pneumothorax",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",195212,"Hypercortisolism",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",80509,"Bone cyst",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4280571,"Acute pyelonephritis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",194696,"Dysmenorrhea",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4288544,"Inguinal hernia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",198803,"Benign prostatic hyperplasia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",1,0.0395799610481354,25.2653103620755,1,16,16,4003,6333,1,1,0,1.64769982939051,0
1,"OT - PS matching",81336,"Rectal prolapse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",433440,"Dysthymia",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",1792366,"[GDE2025_Antiplatelet] Secondary outcome - NACE",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",9.59713049391343e-10,NA,1.6128994352159,NA,16,16,4013,4251,1,3,-20.7643867830323,NA,1.38629435728104
1,"OT - PS matching",4068482,"Prolapsed lumbar intervertebral disc",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4207307,"Infective meningitis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",378424,"Astigmatism",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4092565,"Uterine prolapse",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",4339088,"Testicular mass",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",316457,"Mallory-Weiss syndrome",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",380395,"Retinal dystrophy",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",374655,"Mastoiditis",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
1,"OT - PS matching",81878,"Benign paroxysmal positional vertigo",1793457,"[GDE2025_Antiplatelet] Prasugrel cohort - Revised (2025.06.17)",1792797,"[GDE2025_Antiplatelet] Ticagrelor cohort - Revised (2025.06.17)",NA,NA,NA,NA,16,16,4014,6697,0,0,NA,NA,NA
